ID,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,ANNEE,PASSAGE GED,SORT FINAL
00905,1388/CJ,JURIDICTION ET CONTENTIEUX : PROJET DE TRANSPORT DE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ETAT DE COTE D'IVOIRE, AGILITY, BOLLORE, IPSL, LYBIA OIL, PETRO IVOIRE, PUMA, SAHARA ENERGY RESOURCE, TOTAL, VIVO ENERGY, PETROCI HOLDING",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00906,1389/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0469 DU 25 OCTOBRE 2016 + CONTRAT N°18/0183 DU 16 FEVRIER 2018 + AVENANT N°18/527 DU 01 JUIN 2018 + AVENANT N°18/0734 DU 17,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NAWATLI","(CONTRAT, AVENANT)","2016, 2018, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00907,1390/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0482 DU 11 NOVEMBRE 2016 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BATHILY ISSA",(CONTRAT),"2016, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00908,1391/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0510 DU 21 NOVEMBRE 2016 + CONTRAT N°18/0277 DU 01 MARS 2018 + AVENANT N°18/0878,"TRANSPORT, PRODUIT PETROLIER, SONABHY, KOUDA N HAMIDOU","(CONTRAT, AVENANT)","2016, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00909,1392/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°15/0143 DU 25 MARS 2015 + AVENANT N°17/0113 DU 14 FEVRIER 2017 + CONTRAT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTRAHY","(CONTRAT, AVENANT)","2015, 2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00910,1393/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, RECODIS",(CONTRAT),2016,DOCESSEN,CONSERVATION DEFINITIVE
00911,1394/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0488 DU 21 NOVEMBRE 2016 + 17/0221 DU 17 MAI 2017 + CONTRAT N°18/0744 DU 22 AOUT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, WEND YOLSGO","(CONTRAT, AVENANT)","2016, 2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00912,1395/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0511 DU 21 NOVEMBRE 2016 + AVENANT N°17/0292 DU 24 JUILLET 2017 + CONTRAT N°18/0208 DU 21 FEVRIER 2018 + CONTRAT N°22/0008 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DIALLA HAMSA, HAMSA TRANSPORT DE CARBURANT ET MARCHANDISES, SHATRACAM","(CONTRAT, AVENANT)","2016, 2017, 2018, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00913,1396/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0524 DU 30 NOVEMBRE 2016,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MULTI INTER",(CONTRAT),"2016, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00914,1397/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0522 DU 25 NOVEMBRE 2016 + CONTRAT N°18/0358 DU 09 MARS 2018 + AVENANT N°18/0410 DU 28 MARS 2018 + AVENANT N°19/0017 DU 22 JANVIER,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BANDE OUMAROU","(CONTRAT, AVENANT)","2016, 2018, 2019, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00915,1398/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°16/0478 DU 11 NOVEMBRE 2016 + CONTRAT N°18/00013 DU 31 JAN 2018 + AVENANT N°19/0444 DU 15 NOVEMBRE 2019 + AVENANT N°20/0161 DU 20 MAI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ESTHA INTERNATIONAL BUSINESS","(CONTRAT, AVENANT)","2016, 2018, 2019, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00916,1399/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ETABLISSEMENT SAW",(CONTRAT),2016,DOCESSEN,CONSERVATION DEFINITIVE
00917,1400/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS ; CONTRAT N°16/0578 DU 14 NOVEMBRE 2016 + AVENANT N°16/0579 DU 20 DECEMBRE 2016   + AVENANT N°17/0179 DU 28 MARS 2017 + AVENANT N°17/0567 DU 13,"VENTE, PRODUIT PETROLIER, SONABHY, SOCAR TRADING MIDDLE EAST DMCC","(CONTRAT, AVENANT)","2016, 2017",DOCESSEN,CONSERVATION DEFINITIVE
00918,1401/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0038 DU 24 JANVIER 2017+CONTRAT N°18/00130 DU 09 FEVRIER 2018 + AVENANT N°19/0100 DU 14 MARS 2019 + AVENANT N°20/0233 DU 12,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GLOBEX DIFFUSION, GLODIF","(CONTRAT, AVENANT)","2017, 2018, 2019, 2020, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00919,1402/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0024 DU 13 JANVIER 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SANOU MISSA",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00920,1403/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/0098 DU 02 JANVIER 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRACAM, KABORE YORO MOHAMADI",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00921,1404/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; AVENANT N°19/0148 DU 17 AVRIL 2019 + AVENANT N°20/0043 DU 17 FEVRIER 2020 + AVENANT,"TANSPORT, PRODUIT PETROLIER, SONABHY, ECOM STAR",(AVENANT),"2019, 2020, 2021",DOCESSEN,CONSERVATION DEFINITIVE
00922,1405/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/00044 DU 25 JANVIER 2017,"TRANSPORT, PRODUIT PETROLIER, SONABHY, D4T INTER SARL",(CONTRAT),"2015, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00923,1406/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, L' ETABLISSEMENT TOUGMA ET FRERES",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00924,1407/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT ET VENTE DE PRODUITS PETROLIERS; CONTRAT N°16/00528 DU 13 FEVRIER,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOPEB",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00925,1408/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/00118 DU 20 FEVRIER 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SUPER OIL",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00926,1409/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/00117 DU 20 FEVRIER 2017 +,"TRANSPORT, VENTE, PRODUIT PETROLIER, SONABHY, ACTION' S OIL",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00927,1410/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, L' ENTREPRISE SILGA  AFRIQUE",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00928,1411/CJ,JURIDICTION ET CONTENTIEUX : AVENANT N°17/00025 DU 16 JANVIER 2017+ CONTRAT N°18/00120 DU 09FEVRIER 2018 :SONABHY ET BONHEUR-VILLE TECHNOLOGY,"TRANSPORT, PRODUIT PETROLIER, SONABHY , BONHEUR-VILLE TECHNOLOGIY",(AVENANT),,DOCESSEN,CONSERVATION DEFINITIVE
00929,1412/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; AVENANT N°17/00133 DU 28 FEVRIER 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ARIF TRANSPORT LOGISTIQUE",(AVENANT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00930,1413/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/516 DU 27 OCTOBRE 2017 + CONTRAT N°18/00098 DU 03FEVRIER 2018 ; SONABHY ET RANGUMA,"PRODUIT PETROLIER, SONABHY, TRANSPORT, RANGUMA",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00931,1414/CJ,JURIDICTION ET CONTENTIEUX : PROTOCOLE D'ACCORD N°2017-084/MEEVCC/RHBS/DR/DP-H POUR L'EXECUTION DES ACTIVITES ENTRANT DANS LE CADRE DU SUIVI ENVIRONNEMENTAL DES TRAVAUX DE CONSTRUCTION DU DEPOT PETROLIER DE LA SONABHY A PENI,"PROTOCOLE D'ACCORD, EXECUTION, SUIVI ENVIRONNEMENTAL, DEPOT PETROLIER, PENI",(PROTOCOLE D'ACCORD),,DOCESSEN,CONSERVATION DEFINITIVE
00932,1415/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/00100 DU 02 FEVRIER 2017 + CONTRAT N°18/0508 DU 24 MAI 2018 + AVENANT N°18/0842 DU 25 OCTOBRE 2018 + AVENANT N°19/0582 DU 30 DECEMBRE 2019:SONABHY ET SYLVER SERVICE INTERNATIONAL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SYLVER SERVICE INTERNATIONAL","(CONTRAT, AVENANT)","2017, 2018, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00933,1416/CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS PETROLIERS.CONTRAT N°17/200 DU 11-04-2017 + CONTRAT N°18/00077 DU 03 FEVRIER 2018 + AVENANT N°19/0065 DU 15 FEVRIER 2019 + AVENANT N°19/0381 DU 10 SEPTEMBRE 2019 + AVENANT N°20/0117 DU 17 AVRIL 2020 + AVENANT N°20/0268 DU 30 JUIN 2020 + AVENANT N°20/0232 DU 04,"PRODUIT PETROLIER, TRANSPORT, SONABHY, GENERAL INTER TRAFICS, GIT","(CONTRAT, AVENANT)","2017, 2018, 2019, 2020",OUI,CONSERVATION DEFINITIVE
00934,1417/CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS,"PRODUIT PETROLIER, TRANSPORT, SONABHY, KANAZOE BOUREIMA DIT BABA",(CONTRAT),,OUI,CONSERAVATION DEFINITIVE
00935,1418/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT DE PRODUITS PETROLIERS. CONTRAT N°17/125 DU 23-02-2017 + AVENANT N°17/0357 DU 25 JUILLET 2017 + CONTRAT N°18/0258 DU,"PRODUIT PETROLIER, TRANSPORT, SONABHY, WEND YAM","(CONTRAT, AVENANT)",,OUI,CONSERVATION DEFINITIVE
00936,1419/CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS PETROLIER.CONTRAT N°17/166 DU 24-03-2017 + CONTRAT,"PRODUIT PETROLIER, TRANSPORT, SONABHY, AZ'S SERVICES",(CONTRAT),"2017, 2018",OUI,CONSERVATION DEFINITIVE
00937,1420/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N° 17/2018 DU 28 AVRIL 2017 + CONTRAT N°18/0783 DU 14 SEPTEMBRE 2018 + AVENANT,"PRODUIT PETROLIER, TRANSPORT, SONABHY, GENAF INTERNATIONAL","(CONTRAT, AVENANT)","2017, 2018, 2020",OUI,CONSERVATION DEFINITIVE
00938,1421/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS. CONTRAT N° 17/202 DU 14-04-2017 + CONTRAT,"PRODUIT PETROLIER, VENTE, SONABHY, ETALON ENERGIE BURKINA",(CONTRAT),2017,DOCESSEN,CONSERVATION DEFINITIVE
00939,1422/CJ,JURIDICTION ET CONTENTIEUX: TANSPORT DE PRODUITS PETROLIERS.CONTRAT N° 17/159 DU 10 MARS 2017 + AVENANT N°18/0798 DU 17 SEPTEMBRE 2018 + AVENANT N°18/0901 DU 26 NOVEMBRE 2018 + AVENANT N°23/0528 DU,"PRODUIT PETROLIER, TRANSPORT, SONABHY, GUESWENDNAAM BALA","(CONTRAT, AVENANT)","2017, 2018, 2023",OUI,CONSERVATION DEFINITIVE
00940,1423/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"PRODUIT PETROLIER, TRANSPORT, SONABHY, BOVITHEC",(CONTRAT),,OUI,CONSERVATION DEFINITIVE
00941,1424/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT DE PRODUITS,"PRODUIT PETROLIER, TRANSPORT, SONABHY, EBOF, BARRO Ousmane",(CONTRAT),,DOCESSEN,CONSERVATION DEFINITIVE
00942,1425/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT DE PRODUITS PETROLIERS. CONTRAT N° 17/171 DU 24-03-2017 + CONTRAT N° 18/00145 DU 12 FEVRIER 2018 + AVENANT N°18/0725 DU,"PRODUIT PETROLIER, TRANSPORT, SONABHY, TRANSPORT TEEGA WEENDE","(CONTRAT, AVENANT)","2017, 2018",OUI,CONSERVATION DEFINITIVE
00943,1426/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/206 DU 28 AVRIL 2017 + AVENANT N°17/541 DU 08 NOVEMBRE 2017 + CONTRAT N°18/0266 DU 27 FEVRIER 2018 + AVENANT N°18/0425 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SITRAPP","(CONTRAT, AVENANT)","2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00944,1427/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/231 DU 05 JUIN 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FADILA TRANSPORT, SOFTRA.SARL",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00945,1428/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CO.IS. QUINCAILLERIE",(CONTRAT),2017,DOCESSEN,CONSERVATION DEFINITIVE
00946,1429/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/261 DU 14 JUIN 2017+ CONTRAT N°18/00196 DU 19 FEVRIER 2018  + AVENANT N°18/0428 DU 03 AVRIL 2018 + AVENANT N°22/0534 DU 06,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MOUDA TRANSPORT","(CONTRAT, AVENANT)","2017, 2018, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00947,1430/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/265  DU  15 JUIN 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCOSEF",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00948,1431/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/519 DU 27 OCTOBRE 2017 + CONTRAT N°18/0300 DU 06 MARS 2018 + AVENANT N°20/0277 DU 09 JUILLET 2020 + AVENANT N°22/0229 DU 11 MAI 2022,"SONABHY, TRANSPORT, PRODUIT PETROLIER, OD TRANSPORT, OUEDRAOGO RAOUL WENDKUUNI","(CONTRAT, AVENANT)","2017, 2018, 2022, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00949,1432/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/268 DU 16 JUIN 2017 + CONTRAT DE TRANSPORT N°20/0046 DU 17 FEVRIER 2020 + AVENANT N°20/0118 DU 17 AVRIL 2020 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COMMERCE NABONSWENDE","(CONTRAT, AVENANT)","2017, 20202023",DOCESSEN,CONSERVATION DEFINITIVE
00950,1433/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/199  DU 11 AVRIL 2017 + CONTRAT N°18/0355 DU 09 MARS 2018 + AVENANT N°18/0897 DU 26 NOVEMBRE 2018 + AVENANT N°20/0267 DU 30 JUIN 2020 + AVENANT N°21/0244 DU 23 AOUT 2021 + AVENANT N°23/0432 DU 27 SEPTEMBRE 2023 + AVENANT N°23/0261 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, CHAYMA COMMERCE ET TRANSPORT","(CONTRAT, AVENANT)","2017, 2018, 2020, 2021, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00951,1434/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/276  DU 22-06-2017 + AVENANT N°19/0060 DU 14 FEVRIER 2019 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ENTREPRISE YIRIMEYA","(CONTRAT, AVENANT)","2017, 2019, 2024",DOCESSEN,CONSERVATION DEFINITIVE
00952,1435/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/205 DU 28 AVRIL 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ZONGO SEVERIN GUESWENDE",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00953,1436/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/283 DU 17 JUIN 2017 + AVENANT N°17/0510 DU 09 OCTOBRE 2017 +CONTRAT N°18/00133 DU 09 FEVRIER 2018 + AVENANT N°19/430 DU 05 NOVEMBRE 2019 + AVENANT N°20/0124 DU 21 AVRIL 2020 :SONABHY ET GROUPE ACTOR,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUPE ACTOR","(CONTRAT, AVENANT)","2017, 2018, 2019, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00954,1437/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/282  DU 27 JUIN 2017+,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TEGWENDE SERVICE INTERNATIONAL",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00955,1438/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/275  DU 22 JUIN 2017 + CONTRAT N°18/0347 DU 09 MARS 2018 + AVENANT N°18/0472 DU 30 AVRIL 2018 + AVENANT N°19/0056 DU 11 FEVRIER 2019:SONABHY ET SOCIETE INTERNATIONAL TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE INTERNATIONAL TRANSPORT","(CONTRAT, AVENANT)","2017, 2018, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00956,1439/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/274  DU 22 JUIN 2017 + AVENANT N°17/0544 DU 10 NOVEMBRE 2017 + CONTRAT N°18/0286 DU 02 MARS 2018  + AVENANT N°18/0387 DU 15 MARS 2018 + AVENANT N°18/0491 DU 21 MAI 2018 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OBOUK, OUEDRAOGO BOUKARY","(CONTRAT, AVENANT)","2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00957,1440/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/300  DU 24 JUILLET 2017 + CONTRAT N°18/0392 DU 16 MARS 2018  + CONTRAT N°18/0888 DU 14 NOVEMBRE 2018 + AVENANT N°20/0022 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, RIYAQ SERVICE, KIEMDE ABDOUL AZIZ","(CONTRAT, AVENANT)","2017, 2018, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00958,1441/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/364  DU 26 JUILLET 2017 + CONTRAT N°18/0126 DU 09 FEVRIER 2018 + CONTRAT N°18/0447 DU 13 AVRIL 2018 + CONTRAT DE TRANSPORT N°20/0150 DU 18 MAI 2020 + AVENANT N°20/0183 DU 22,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRA-TRANSPORT","(CONTRAT, AVENANT)","2017, 2018, 2020",DOCESSEN,CONSERVATION DEFINITIVE
00959,1442/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/369  DU 26 JUILLET 2017 + CONTRAT N°18/0707 DU 07 AOUT 2018 + AVENANT N°18/0753,"TRANSPORT, PRODUIT PETROLIER, SONABHY, QUINCAILLERIE DE L'ESPOIR","(CONTRAT, AVENANT)","2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00960,1443/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/362  DU 26 JUILLET 2017 + AVENANT N°17/0536 DU 07 NOVEMBRE 2017+ CONTRAT N°18/00055 DU 03 FEVRIER 2018 + AVENANT N°18/0863 DU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STOMF, OUEDRAOGO MAXIME","(CONTRAT, AVENANT)","2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00961,1444/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/276  DU 01 JUILLET 2017 + AVENANT N°17/382 DU 01 AOUT 2017 + CONTRAT N°18/0228,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRASER",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00962,1445/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/297  DU 24 JUILLET 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GENESIS ENERGIE",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00963,1446/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/365  DU 26 JUILLET 2017 + CONTRAT N°18/00046 DU 01 FEVRIER 2018 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, MIHIN GERMAIN","(CONTRAT, AVENANT)","2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00964,1447/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/363 DU 26 JUILLET 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FEDERATION DES FARMERS ZAMANA",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00965,1448/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; AVENANT N°17/302  DU 24 JUILLET 2017 + CONTRAT DE TRANSPORT N°21/0012 DU 21 JANVIER 2021 + AVENANT N°21/0057 DU 26 FEVRIER 2021 + CONTRAT DE TRANSPORT N°22/0585 DU 22 NOVEMBRE 2022 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ESA SERVICES","(CONTRAT, AVENANT)","2017, 2021, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00966,1449/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/298 DU 24 JUILLET 2017 + CONTRAT N°18/00070 DU03 FEVRIER 2018 + AVENANT N°22/0253 DU 18 MAI 2022 + AVENANT N°23/0308 DU 08,"TRANSPORT, PRODUIT PETROLIER, SONABHY, ITC, ILBOUDO TRANSPORT ET COMMERCE, ILBOUDO SAIDOU","(CONTRAT, AVENANT)","2017, 2018, 2022, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00967,1450/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/296  DU 24 JUILLET 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GSAA, GARAGE SAWADOGO ABDOUL AZIZ","(CONTRAT, AVENANT)","2017, 2023",DOCESSEN,CONSERVATION DEFINITIVE
00968,1451/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/299 DU 24 JUILLET 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BAMOGO G MALIK, EBKS",(CONTRAT),"2017, 2022",DOCESSEN,CONSERVATION DEFINITIVE
00969,1452/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO VALERY A",(CONTRAT),2017,DOCESSEN,CONSERVATION DEFINITIVE
00970,1453/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/376  DU 01 AOUT 2017 + CONTRAT N° 18/0307 DU 06 MARS 2018 + AVENANT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAPSOBA OUSMANE",(CONTRAT),"2017, 2018, 2019",DOCESSEN,CONSERVATION DEFINITIVE
00971,1454/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/381 DU 01 AOUT 2017 +,"TRANSPORT, PRODUIT PETROLIER, SONABHY, HICHAM AMIRA",(CONTRAT),"2017, 2018",DOCESSEN,CONSERVATION DEFINITIVE
00972,1455/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°17/383  DU 17 AOUT 2017 + CONTRAT N°18/00143 DU 12 FEVRIER 2018 + CONTRAT N°18/0143 DU 12 FEVRIER 2018 + AVENANT N°18/0515 DU 01 JUIN 2018 + AVENANT N°18/0764 + AVENANT N°19/0153,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOTRAKAF, OUEDRAOGO AWA","(CONTRAT, AVENANT)","2017, 2018, 2019, 2022",DOCESSEN,CONSERVATION DEFINITIVE
