ID,Cote,Intitulé,Période début,Type,Quantité,Fonction,Code fonction,Mots-clés,Types de documents,Date ouverture,Date clôture,Système,Durée conservation,Sort final,Période fin,Observations
2238,1692/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,35  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BABF; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2239,1693/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,11  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BABF; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2240,1694/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,20  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BABF; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0213;0202
2241,1695/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,22  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BABF; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2242,1696/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,16  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BABF; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0251;0257
2243,1697/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,36  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2244,1698/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,23  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:25;26;49;47;46;38
2245,1699/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,41  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2246,1700/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,33  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:18;20;21;22;43;48
2247,1701/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,30  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2248,1702/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,25  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2249,1703/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT ATLANTIQUE,2022,DOSSIER,16  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ATLANTIQUE BANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2250,1704/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,11  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0003-0004;0016;0018-0020;0028
2251,1705/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,14  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2252,1706/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,22  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0062;0064;0071;0076
2253,1707/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,15  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2254,1708/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,17  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0115;0118-0122;0141-0143;0145-0146
2255,1709/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,17  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0170-0171
2256,1710/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,18  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0185;0188-0189;0191;0195-0202;0205-0206
2257,1711/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,14  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0223;0228-0229;0266;0269-0270
2258,1712/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,09  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0272;0275;0281-0282
2259,1713/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,22  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0301;0304-0305;0311;0316
2260,1714/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,12  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0292;0294;0296
2261,1715/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,30  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0334-0336;0339-0351;0353-0358;0362;0363
2262,1716/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,36  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0399;0404-0406;0410;0414-0416;0431;0434
2263,1717/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,52  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0450-0453;0480-0482;0493-0496;0504
2264,1718/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,90  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ECOBANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0004;0006;0009;0518-0520;0522;0531-0540
2265,1719/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT CBAO:Nø0006,2022,DOSSIER,01  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2266,1720/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,07  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0018
2267,1721/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,15  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0028;0035-0036
2268,1722/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT CBAO:Nø0042,2022,DOSSIER,01  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2269,1723/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,03  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2270,1724/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,10  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0048;0053-0054
2271,1725/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT CBAO:Nø0060,2022,DOSSIER,01  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2272,1726/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,10  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2273,1727/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,09  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0079
2274,1728/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,09  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2275,1729/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,10  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2276,1730/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,17  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0120
2277,1731/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,04  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2278,1732/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,05  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0203-0216;0220
2279,1733/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0130;0134
2280,1734/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,10  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2281,1735/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,12  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2282,1736/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,10  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0171;0180
2283,1737/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,11  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2284,1738/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,16  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0201-0202;0205;0209
2285,1739/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,17  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; CBAO; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2286,1740/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,45  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0005;0063;0067;0073;0096
2287,1741/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,25  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2288,1742/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,38  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0140;0143;0157;0167-0168
2289,1743/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,21  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2290,1744/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,27  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0198;0211;0220
2291,1745/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,35  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2292,1746/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,42  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0284;0286
2293,1747/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,44  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:
2294,1748/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,46  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0379-0380;0389;0303
2295,1749/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,39  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0414;0416;0435;0450
2296,1750/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,28  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; BCB; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,18-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,Nø MANQUANTS:0472
2297,1751/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,22   PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANT:
2298,1752/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,16 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANT:0045
2299,1753/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,30 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANT:0067;0062-0063;0080
2300,1754/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,25  PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANT:0090;0098-0099;0112-0113;0121
2301,1755/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,17 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANT:
2302,1756/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,30 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANTS:
2303,1757/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,34 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANTS:
2304,1758/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,40 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANTS:0258;0267;0275;0283;0293-0294
2305,1759/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,42 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANTS:0302;0328-0329;0345
2306,1760/GFC,GESTION FINANCIERE ET COMPTABLE:ORDRE DE VIREMENT,2022,DOSSIER,14 PIECES,ASSURER LA GESTION FINANCIERE ET COMPTABLE,GFC,ORDRE DE VIREMENT; ORABANK; FINANCE; COMPTABILITE,PIECE COMPTABLE,16-01-2024,19-11-2024,NON,10 ANS,CONSERVATION DEFINITIVE,,NøMANQUANTS:
