ref,titre,contenu,analyse_diplomatique,annee
1273/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE FONDS DEVELOPPEMENT ELECTRICITE DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, FONDS DEVELOPPEMENT ELECTRICITE","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1274/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SODIS OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SODIS OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1275/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SONABHY DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SONABHY","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1276/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SOPAN DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SOPAN","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1277/FRP,VENTE DE PRODUTS PETROLIERS : FACTURE SOMOUF OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SOMOUF OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1278/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE BONYAMA OIL SA DE SEPTEMBRE A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, BONYAMA OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1279/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SOGEL-B DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SOGEL-B","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1280/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PETRO OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, PETRO-OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1281/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE AMIRA OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, AMIRA OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1282/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE FASO AVENIR SA DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, FASO AVENIR SA","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1283/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE RADA DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, RADA","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1284/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SOCOBHY DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SOCOBHY","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1285/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SMOP ELUFO AVRIL A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, SMOP ELUFO","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1286/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PETROLUB DE MAI A JUIN 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, PETROLUB","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1287/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE LIBYA OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, LIBYA OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1288/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE OTAM DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, OTAM","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1289/FRP,VENTE DE PRODUIT PETROLIERS : FACTURE ACCES OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, ACCESS OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1290/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE TOTAL B DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, TOTAL BURKINA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
JANVIER A DECEMBRE 2017,,"VENTE, PRODUIT PETROLIER, FACTURATION, PETROLEUM","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1292/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PETROLIER BENIN BURKINA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, PETROLIER BENIN BURKINA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1293/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PEGAZ BF DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, PEGAZ BF","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1294/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE FASO AVENIR SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, FASO AVENIR","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1295/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE BONYAMA-OIL DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, BONYAMA-OIL","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1296/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PRIME OIL SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, PRIME OIL","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1297/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE MARO SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, MARO SA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1298/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE HYDRO-LUB SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, HYDRO-LUB SA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1299/FRP,VENTE DE PRODUITS DE PETROLIERS : FACTURE DOUK OIL DISTRIBUTEUR DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DOUK OIL","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1300/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SOPON SARL DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, SOPON SA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1301/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE BOUN AOUFO DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, BOUN AOUFO","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1302/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE PEFAN DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, PEFAN","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1303/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE ORYX B D'AOUT A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, ORYX B","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1304/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE ECO-OIL SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, ECO OIL, FACTURATION","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1305/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SONABEL DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, SONABEL","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1306/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE EDILCO DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, EDILCO","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1307/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE SMB SA DE JANVIER A DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, SMB SA","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1308/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE DOUK OIL DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DOUK OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1309/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE APRIL OIL DE JUILLET A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, APRIL OIL","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1310/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT MEGA ENERGIE 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, MEGA ENERGIE","(NOTE DE CREDIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1311/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT ORYX BURKINA 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, ORYX B","(NOTE DE CREDIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1312/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT FASO AVENIR SA DE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, FASO AVENIR","(NOTE DE CREDIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1313/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT ACCES TRANSPORT 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, ACCES TRANSPORT","(NOTE DE CREDIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1314/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT TIENDREBEOGO BOUKARE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, TIENDREBEOGO BOUKARE","(NOTE DE CREDIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1315/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT DE TRANSPORT L'EXPRESS 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, TRANSPORT L'EXPRESS","(NOTE DE CREDIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1316/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE ORYX B DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, ORYX B","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1317/FRP,VENTE DE PRODUITS PETROLIERS : FACTURE MEGA-ENERGIE SA DE JANVIER A DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, MEGA ENERGIE","(FACTURE) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1318/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT DE JANVIER 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1319/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT FEVRIER 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1320/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AVRIL 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1321/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT MAI 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1322/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUIN 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1323/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUILLET 2016,"VENTE, PRODUIT PETROLIER, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1324/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AOUT 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1325/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT SEPTEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1326/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT OCTOBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1327/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT NOVEMBRE 2016,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1328/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT DECEMBRE 2016,"VENTE, PRODUIT PETROLIER, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2016, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1329/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JANVIER 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1330/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT FEVRIER 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTON",
1331/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT MARS 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1332/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBITS AVRIL 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1333/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT MAI 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(FACTURE) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1334/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUIN 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1335/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUILLET 2017,"VENTE, PRODUIT PETROLIER, FACTURTION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1336/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AOUT 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1337/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE CREDIT SEPTEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1338/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT OCTOBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1339/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT NOVEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1340/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT NOVEMBRE 2017,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1341/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JANVIER 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1342/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT FEVRIER 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1343/FRP,VENTE DE PRODUIT PETROLIERS : NOTE DE DEBIT MARS 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1344/FRP,VENTE DE PRODUITS PETROLIERS : BORDEREAU DE LIVRAISON DECEMBRE 2014,"VENTE, PRODUIT PETROLIER, FACTURATION, LIVRAISON","(BORDEREAU DE LIVRAISON) DATE EXTREME  : 2014, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1345/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT MAI 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1346/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUIN 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1347/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JUILLET 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1248/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AOUT 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1349/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT SEPTEMBRE 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1350/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT OCTOBRE 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1351/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT NOVEMBRE 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1352/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT DECEMBRE 2018,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1353/FRP,VENTE DE PRODUIT PETROLIERS : NOTE DE DEBIT DECEMBRE 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1354/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT JANVIER 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1355/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT FEVRIER 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1356/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT MARS 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1357/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT AVRIL 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1358/FRP,VENTE DE PRODUITS PETROLIERS :  NOTE DE DEBIT JUIN 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1359/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT SEPTEMBRE 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1360/FRP,VENTE DE PRODUITS PETROLIERS : NOTE DE DEBIT OCTOBRE 2015,"VENTE, PRODUIT PETROLIER, FACTURATION, DEBIT","(NOTE DE DEBIT) DATE EXTREME  : 2015, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1361/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIES GAZ DE FEVRIER 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1362/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIES GAZ AVRIL 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1363/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIE GAZ MAI 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1364/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF SORTIE GAZ NOVEMBRE 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1365/FRP,VENTE DE PRODUITS PETROLIERS : ETATS RECAPITULATIFS SORTIES GAZ OCTOBRE 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1366/FRP,VENTE DE PRODUITS PETROLIERS : ETATS RECAPITULATIF DE SORTIE GAZ JUIN 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1367/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIE GAZ DECEMBRE 2017,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2017, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1368/FRP,VENTE DE PRODUITS PETROLIERS : ETATS RECAPITULATIFS DE SORTIE GAZ JANVIER 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1369/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIE GAZ DE JUILLET 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
1370/FRP,VENTE DE PRODUITS PETROLIERS : ETAT RECAPITULATIF DE SORTIES GAZ MARS 2018,"VENTE, PRODUIT PETROLIER, ETAT RECAPITULATIF, SORTIE GAZ","(ETAT) DATE EXTREME  : 2018, PASSAGE GED   : NON SORT FINAL : DESTRUCTION",
