ID,Code,Titre_dossier,CONTENU,Analyse_diplomatique,DATE,Numeros_pieces,OBSERVATIONS,Passage_GED,Base_GED,Sort_final
03736,0495/SM,Lettre de commande n° 83/2007,"COMMANDE, PIECES DE RECHANGE MOTOPOMPE, DIACFA MATERIAUX, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE)",2007,,,,,
03737,0496/SM,Lettre de commande n° 84/2007,"COMMANDE, LOGICIEL SQL + FORMATION, SOFNET, MATERIEL, SONABHY","(CONTRAT , FACTURE, PROCES VERBAL)",2007,,,,,
03738,0497/SM,Lettre de commande n° 85/2007,"COMMANDE, GUERITE SENTINELLE-BARRIERE CANIVEAUX POSTE GAZ, ECOYAM, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03739,0498/SM,Lettre de commande n° 87/2007,"COMMANDE, CONSTRUCTION LOCAUX POMPE SECURITE-HANGAR D'ATTENTE, SOCIETE GTX, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03740,0499/SM,Marché n° 01/2007,"MARCHE, AUTOCAR 70 PLACES, DIACFA AUTO, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03741,0500/SM,Marché n° 02/2007,"MARCHE, LAND CRUISER-VOITURES BACHEES, CFAO BURKINA, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03742,0501/SM,Marché n° 03/2007,"MARCHE, CAPSULES GAZ, STEA, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE)",2007,,,,,
03743,0502/SM,Marché n° 04/2007,"MARCHE, MATERIEL DE SECURITE BINGO, TECHNIFEU, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03744,0503/SM,Marché n° 05/2007,"MARCHE, SOUSCRIPTION PREMIERE ANNEE MICROSOFT DESKTEP PRO, SOFNET, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL)",2007,,,,,
03745,0504/SM,Marché n° 06/2007,"MARCHE, GADGETS DE LUXE, BADIAL, MATERIEL, SONABHY","(CONTRAT , FACTURE)",2007,,,,,
03746,0505/SM,Marché n° 07/2007,"MARCHE, RENOVATION TGBT BINGO, EERI-BF, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, PROCES VERBAL, OFFRE)",2007,,,,,
03747,0506/SM,Marché n° 08/2007,"MARCHE, INSTALLATION EQUIPEMENT DE SUPERVISION, EERI-BF, MATERIEL, SONABHY","(CONTRAT , FACTURE, DEVIS, CORRESPONDANCE, OFFRE)",2007,,,,,
03748,0507/SM,Marché n° 09/2007,"MARCHE, RACCORDEMENT ELECTRIQUE BINGO, SONABEL, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, RAPPORT)",2007,,,,,
03749,0508/SM,Marché n° 10/2007,"MARCHE, EXTENSION CENTRE EMPLISSEUR ET MISE EN CONFORMITE DE LA DCI, FRIEDLANDER, MATERIEL, SONABHY","(CONTRAT , FACTURE, CORRESPONDANCE, COMPTE RENDU, PROCES VERBAL)",2007,,,,,
03750,0150/SP,LETTRE DEPART JANVIER-FEVRIER 2009,"RETRAITE, LIQUIDATION DE DROIT, CDD, PROCES VERBAL, AVENANT",(CORRESPONDANCE),"JANVIER-FEVRIER, 2009",,,NON,,
03751,0151/SP,LETTRE DEPART MARS-JUILLET 2009,"AVANCEMENT, NOTATION, PRDUITS SONAR, AVIS FISCAL, EQUIVALENCE DIPLOME, FORMATION, COMPTE BANCAIRE, LISTE GREVISTE",(CORRESPONDANCE),"MARS-JUILLET, 2009",,,NON,,
03752,0152/SP,LETTRE DEPART JUILLET-DECEMBRE 2007,"COMITE DE SANTE, EVACUATION SANITAIRE, INSCRIPTION, AVANCEMENT, SALAIRE SND, ELECTION DE DELEGUE","(CORRESPONDANCE, COURRIER)","JUILLET-DECEMBRE , 2007",,,NON,,
03753,0153/SP,LETTRE DEPART JANVIER-DECEMBRE 2007,"PROCES, DOSSIER IMATRICULATION, ATD, RETRAITE, AVERTISSEMENT, STAGIAIRE",(CORRESPONDANCE),"JANVIER-DECEMBRE, 2007",,,NON,,
03754,0154/SP,LETTRE DEPART MAI-DECEMBRE 2008,"ABSENCE IRREGULIERE, RECUEIL DE DONNES, DOLEANCE, FORMATION DU PERSONNEL, EVACUATION SANITAIRE, RETRAITE, RECRUTEMENT DU PERSONNEL","(CORRESPONDANCE, COURRIER)","MAI-DECEMBRE, 2008",,,NON,,
03755,0155/SP,LETTRE DEPART JANVIER-AVRIL 2008,"FORMATION, GREVISTE, MISSION DE CONTROLE, FORMATION GED","(CORRESPONDANCE, COURRIER)","JANVIER-AVRIL, 2008",,,NON,,
03756,0156/SP,LETTRE ARRIVEE JANVIER-AOUT 2008,"RECHERCHE DOCUMENTAIRE, AFFECTATION D'AGENT, OFFRE DE FORMATION, REMERCIEMENT","(CORRESPONDANCE, COURRIER)","JANVIER-AOUT, 2008",,,NON,,
03757,0157/SP,LETTRE ARRIVEE SEPTEMBRE-DECEMBRE,"DENOMINATION SOCIALE, VOYAGE D4ECHANGE, DEMANDE DE STAGE, AUTORISATION D'ABSENCE, OFFRE DE PRESTATION","(CORRESPONDANCE, COURRIER)","SEPTEMBRE-DECEMBRE, 2008",,,NON,,
03758,0158/SP,LETTRE ARRIVEE JANVIER-MAI 2009,"ORDONNANCE, PROPOSITION D'ASSISTANCE, OFFRE DE FORMATION","(CORRESPONDANCE, COURRIER)","JANVIER-MAI, 2009",,,NON,,
03759,0159/SP,LETTRE ARRIVEE JUIN-OCTOBRE 2009,"PROPOSITION DE PARTENARIAT, OFFRE DE SERVICE, SEMINAIRE, FORMATION, RETRAITE, PRET BANCAIRE, PERMIS DE CONDUIRE",(CORRESPONDANCE),"JUIN-OCTOBRE , 2009",,,NON,,
03760,0160/SP,NOTES DE SERVICE JANVIER-DECMBRE 2007,"COMPTABILITE CENTRALISEE, DEPOUIELLEMENT D'OFFRE, MENUE DEPENSE, PRIME DE BILAN, BUDGET, NOTATION, INTERIM, FORMATION",(CORRESPONDANCE),"JANVIER-DECEMBRE, 2007",,,NON,,
03761,0161/SP,NOTES DE SERVICE JANVIER-DECEMBRE 2007-2008,"AFFECTATION, INTERIM, PCA, ASSEMBLEE GENERALE, VISITE MEDICALE, TEST INTERNE, PRIME DE BILAN, BUDGET, FORMATION, BADGE",,"JANVIER-DECEMBRE, 20072008",,,NON,,
03762,0162/SP,COURRIER INTERNE JANVIER-MAI 1997-2009,"RAPPORT D'ACTIVITE, COURS DE COMPTES, TRAITEMENT FISCAL, ASTREINTE, RECOUVREMENT, AFFAIRE KONE BONANVENTURE, IUTS, CNSS, CHEQUE","(CORRESPONDANCE, COURRIER)","JANVIER-MAI, 1997-2009",,,NON,,
03763,0163/SP,COURRIER INTERNE JUIN-NOVEMBRE 2008,"INTERIM, FORMATION, LETTRE D'EXPLICATION, HORAIRE DE SERVICE","(CORRESPONDANCE, COURRIER)","JUIN-NOVEMBRE, 2008",,,NON,,
03764,0164/SP,COURRIER INTERNE FEVRIER-SEPTEMBRE 2007,"DEPOTAGE, CONTRAT, FORMATION","(CORRESPONDANCE, COURRIER)","FEVRIER-SEPTEMBRE, 2007",,,NON,,
03765,0165/SP,COURRIER INTERNE JANVIER-NOVEMBRE 2008,"ARCHIVAGE ELECTRONIQUE, COULAGE, FORMATION, BUDGET, AFFAIRE PITOIPA, COMPTE RENDU, FORMATION GED","(CORRESPONDANC, COURRIER)","JANVIER-NOVEMBRE, 2008",,,NON,,
03766,0166/SP,COURRIER INTERNE JUIN-OCTOBRE 2006,"RECRUTEMENT DE TEMPORAIRE, VOL, AVANCEMENT, DISPONIBILITE, REGLEMENT INTERIEUR","(CORRESPONDANCE, COURRIER)","JUIN-OCTOBRE, 2006",,,NON,,
03767,0167/SP,COURRIER INTERNE MARS-DECEMBRE 2007,"CANDIDATURE INTERNE, FRAIS D'INSTALLATION, RECLAMATION, APPELE SND, GREVISTE, AVANTAGE EN NATURE, PRIME D'ASTREINTE, NOTATION","(CORRESPONDANCE, COURRIER)","MARS-DECEMBRE, 2007",,,NON,,
03768,0168/SP,COURRIER INTERNE JANVIER-DECEMBRE 2008,"PRIME D'ANCIENNETE, BONIFICATION D'ECHELON, RECLASSEMENT, AVANCEMENT, FRAIS MEDICAUX, RECRUTEMENT EXTERNE, VACCINATION, GREVE, DOLEANCES","(CORRESPONDANCE, COURRIER)","JANVIER-DECEMBRE, 2008",,,NON,,
03769,0169/SP,COURRIER INTERNE JANVIER-FEVRIER 2009,"CADEAUX, DISPONIBILITE, COURS DES COMPTES, AFFECTATION","(CORRESPONDANCE, COURRIER)","JANVIER-FEVRIER, 2009",,,NON,,
03770,0170/SP,CONTRAT DE TRAVAIL JANVIER-OCTOBRE 2006-2008,"CONTRAT, CDD, EMPLOYEUR, SONABHY",(CONTRAT),"JANVIER-OCTOBRE , 2006-2008",,,NON,,
03771,0171/SP,AUTORISATION D'ABSENCE JUIN-DECEMBRE 2002-2009,"CONGE, AUTORISATION D'ABSENCE, SONABHY",(AUTORISATION D'ABSENCE),"JUIN-DECEMBRE, 2002-2009",,,NON,,
03772,0172/SP,ETAT MASSE SALARIALE JANVIER-DECEMBRE 1994-2007,"MASSE SALARIALE, RAPPEL SALAIRE, SONABHY",(ETAT DES SALAIRES),"JANVIER-DECEMBRE, 1994-2007",,,NON,,
03773,0173/SP,PROCES VERBAL JANVIER-SEPTEMBRE 2002-2008,"RECRUTEMENT, TEST, COMITE D'ENTREPRISE, AGENT CONTRACTUEL, TRAVAUX COMPTABLES",(PROCES VERBAL),"JANVIER-SEPTEMBRE, 2002-2008",,,NON,,
03774,0174/SP,DOSSIER SIMIEX,"STL, SONACOP, SIR, DECORATION, NNPC, BRIC, PLAN STRATEGIQUE, ORYX, FRIEDLANDER, CNUCED, PETROLIER MALIEN",(FICHE DE MISSION),"JUIN-SEPTEMBRE, 2004-2009",,,NON,,
03775,0175/SP,PLANNING DES CONGES ADMINISTRATIFS JANVIER-DECEMBRE 2006-2009,"CONGE, PLANNING, AGENTS, SONABHY",(PLANNING),"JANVIER-DECEMBRE, 2006-2009",,,NON,,
03776,0176/SP,MEMORANDUM JANVIER-DECEMBRE 2006-2008,"ALLOCATION FAMILIALE, PRODUIT PETROLIER, ABSENTEISME",(MEMORANDUM),"JANVIER-DECEMBRE , 2006-2008",,,NON,,
03777,0177/SP,FAX ARRIVEE JANVIER-DECEMBRE 2007-2009,"INTERIM, CADRE CONTRACTUEL, FORMATION, MISSION","(CORRESPONDANCE, COURRIER)","JANVIER-DECEMBRE , 2007-2009",,,NON,,
03778,0178/SP,FAX DEPART JANVIER-DECEMBRE 2007-2009,"FORMATION, PRIME D'ANCIENNETE, VSITE DE TRAVAIL, MISSION, INSCRIPTION, RECRUTEMENT","(CORRESPONDANCE, COURRIER)","JANVIER-DECEMBRE , 2007-2009",,,NON,,
03779,0179/SP,ORDRE DE MISSION OCTOBRE-NOVEMBRE 2006,"EVACUATION SANITAIRE, SEANCE DE TRAVAIL, SIR, VISITE D'USINE, FILM DOCUMENTAIRE, STOCK D'HYDROCARBURE, ASSEMBLEE GENERALE, FORMATION",(ORDRE DE MISSION),"OCTOBRE-NOVEMBRE, 2006",,,NON,,
03780,0180/SP,ORDRE DE MISSION JANVIER-MAI 2007,"VISITE D'USINE, STOCK D'HYDRAUCARBURE, CNUCED, DEPOUILLEMENT D'OFFRE, ASSEMBLEE GENERALE",(ORDRE DE MSSION),"JANVIER-MAI, 2007",,,NON,,
03781,0181/SP,ORDRE DE MISSION JUIN-AOUT 2007,"MISSION, SEANCE DE TRVAIL, VISITE DE TERRAIN, NEGOCIATION, EVACUATION SANITAIRE, OBS7QUE, FORMATION, SEMINAIRE",(ORDRE DE MISSION),"JUIN-AOUT, 2007",,,NON,,
03782,0182/SP,ORDRE DE MISSION SEPTEMBRE-DECEMBRE 2007,"CSPS DE SOUM, SEANCE DE TRVAIL, INVENTAIRE, TRANSVASEMENT, MUTRA",(ORDRE DE MISSION),"SEPTEMBRE-DECEMBRE, 2007",,,NON,,
03783,0183/SP,ORDRE DE MISSION JANVIER-DECEMBRE 2008,"SIR, SEANCE DE TRVAIL, INVENTAIRE",(ORDRE DE MISSION),"JANVIER-DECEMBRE, 2008",,,NON,,
03784,0184/SP,ORDRE DE MISSION JANVIER-AOUT 2009,"MISSION DE TRAVAIL, BASKET BALL, ABMAQ, SEMINAIRE, CESSATION DE SERVICE",(ORDRE DE MISSION),"JANVIER-AOUT, 2009",,,NON,,
03785,0185/SP,DEMANDE DE STAGE,"STAGE, ETUDIANT, STAGIAIRE, SONABHY",(DEMANDE DE STAGE),"JANVIER-DECEMBRE, 2007",,,NON,,
03786,0185/SP,DEMANDE D'EMPLOI,"EMPLOI, EMBAUCHE, SONABHY",(DEMANDE D'EMPLOI),"JANVIER-DECEMBRE, 2007",,,NON,,
03787,0187/SP,DEMANDE DE STAGE FEVRIER-OCTOBRE 2008,"STAGE, ETUDIANT, SONABHY",(DEMANDE DE STAGE),"FEVRIER-OCTOBRE, 2008",,,NON,,
03788,0188/SP,DEMANDE D'EMPLOI JANVIER-DECEMBRE 2008,"EMPLOI, EMBAUCHE, SONABHY",(DEMANDE D'EMPLOI),"JANVIER-DECEMBRE, 2008",,,NON,,
03789,0189/SP,DEMANDE DE STAGE JANVIER-JUIN 2009,"STAGE, STAGIAIRE, ETUDIANT, SONABHY",(DEMANDE DE STAGE),"JANVIER-JUIN, 2009",,,NON,,
03790,0190/SP,DEMANDE D'EMPLOI JANVIER-DECEMBRE 2009,"EMPLOI, SONABHY, COMPTABILITE, TRANSIT, SECRETARIAT, SECURITE, CHAUFFEUR, MAINTENANCE",(DEMANDE D'EMPLOI),"JANVIER-DECEMBRE, 2009",,,NON,,
03791,0191/SP,PROGRAMME DE STAGE JANVIER-DECEMBRE 2004-2007,"PROGRAMME, STAGE, SONABHY",(PROGRAMME),"JANVIER-DECEMBRE, 2004-2007",,,NON,,
03792,0192/SP,OFFRE DE FORMATION JANVIER-DECEMBRE 2006,"MODULE DE FORMATION, SEMINAIRE, ATTELIER, OFFRE",(OFFRE DE FORMATION),"JANVIER-DECEMBRE, 2006",,,NON,,
03793,0193/SP,OFFRE DE FORMATION JANVIER-DECEMBRE 2007,"SESSION DE FORMATION, MODULE DE FORMATION, ATTELIER, SEMINAIRE",(OFFRE DE FORMATION),"JANVIER-DECEMBRE, 2007",,,NON,,
03794,0194/SP,CERTIFICAT DE TRAVAIL JANVIER-DECEMBRE 2002-2009,"CERTICAT DE TRAVAIL, EMPLOYE",(CERTIFICAT DE TRAVAIL),"JANVIER-DECEMBRE, 2002-2009",,,NON,,
03795,0195/SP,CERTIFICAT DE PRISE DE SERVICE JANVIER-DECEMBRE 1997-2001,"SONABHY, PRISE DE SERVICE",(CERTIFICAT),"JANVIER-DECEMBRE, 1997-2001",,,NON,,
03796,0196/SP,CERTIFICAT DE CESSATION DE SERVICE: JANVIER-DECEMBRE 1997-2008,"CERTIFICAT, CESSATION, SERVICE, SONABHY, CONGE",(CERTIFICAT),"JANVIER-DECEMBRE, 1997-2008",,,NON,,
03797,0197/SP,ATTESTATION DE STAGE: FEVRIER-DECEMBRE 2004-2007,"ATTESTATION, STAGE, STAGIAIRE, SONABHY",(ATTESTATION),"FEVRIER-DECEMBRE, 2004-2007",,,NON,,
03798,0198/SP,DECISION DE CONGE DE MATERNITE: JANVIER-DECEMBRE 2007-2009,"DECISION, CONGE, MATERNITE",(DECISION),"JANVIER-DECEMBRE, 2007-2009",,,NON,,
03799,0199/SP,DECISION DE CONGE ADMINISTRATIF : JANVIER-DECEMBRE 2006-2008,"CONGE ADMINISTRATIF, SONABHY",(DECISION),"JANVIER-DECEMBRE, 2006-2008",,,NON,,
03800,0200/SP,ATTESTATION DE PRISE EN CHARGE,"ATTESTATION, PRISE EN CHARGE, FRAIS MEDICAUX, CLINIQUE, SOINS MEDICAUX",(ATTESTATION),"JUIN-DECEMBRE, 2000-2008",,,,,
03801,0201/SP,ATTESTATION DE STAGE : JANVIER-DECEMBRE 2008-2009,"ATTESTATION, STAGE, STAGIAIRE, ETUDIANT, SONABHY",(ATTESTATION),"JANVIER-DECEMBRE, 2008-2009",,,NON,,
03802,0202/SP,VIREMENT DE SALAIRE : FEVRIER-AVRIL 2007,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, BICIA, ECOBANK, BOA, BIB, BSIC",(CORRESPONDANCE),"FEVRIER-AVRIL, 2007",,,NON,,
03803,0203/SP,VIREMENT DE SALAIRE : MAI-NOVEMBRE 2007,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, BICIA, ECOBANK, BOA, BIB, BSIC",(CORRESPONDANCE),"MAI-NOVEMBRE, 2007",,,NON,,
03804,0204/SP,VIREMENT DE SALAIRE : JANVIER-MAI 2008,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, 13 EME MOIS, ECOBANK, BOA, BIB, BSIC",(CORRESPONDANCE),"JANVIER-MAI, 2008",,,NON,,
03805,0205/SP,VIREMENT DE SALAIRE : JUIN-DECEMBRE 2008,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, 13 EME MOIS, ECOBANK, BOA, BIB, BSIC",(CORRESPONDANCE),"JUIN-DECEMBRE , 2008",,,NON,,
03806,0206/SP,VIREMENT DE SALAIRE : JANVIER-AVRIL 2009,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, 13 EME MOIS",(CORRESPONDANCE),"JANVIER-AVRIL, 2009",,,NON,,
03807,0207/SP,VIREMENT DE SALAIRE : MAI-JUILLET 2009,"VIREMENT, SALAIRE, CONGE PAYE, PRIME, BANQUE, AVANCEMENT",(CORRESPONDANCE),"MAI-JUILLET, 2009",,,NON,,
03808,0208/SP,FICHE DE FORMATION : FEVRIER-NOVEMBRE 2003,"FORMATION, INSCRIPTION, ATELIET, SEMINAIRE, SONABHY",(FICHE),"FEVRIER-NOVEMBRE, 2003",,,NON,,
03809,0209/SP,FICHE DE FORMATION : FEVRIER-DECEMBRE 2004,"FORMATION, INSCRIPTION, ATELIER, SEMINAIRE, SONABHY",(FICHE),"FEVRIER-DECEMBRE, 2004",,,NON,,
03810,0210/SP,FICHE DE FORMATION : FEVRIER-DECEMBRE 2005,"FORMATION, INSCRIPTION, ATELIER, SEMINAIRE, SONABHY",(FICHE),"FEVRIER-DECEMBRE, 2005",,,NON,,
03811,0211/SP,FICHE DE FORMATION : FEVRIER-DECEMBRE 2006,"FORMATION, INSCRIPTION, ATELIER, SEMINAIRE, SONABHY",(FICHE),"FEVRIER-DECEMBRE, 2006",,,NON,,
03812,0212/SP,FICHE DE FORMATION : JUIN-AOUT 2007,"FORMATION, INSCRIPTION, ATELIER, SEMINAIRE, SONABHY",(FICHE),"JUIN-AOUT, 2007",,,NON,,
03813,0213/SP,FICHE DE FORMATION : MAI-JUILLET 2008,"FORMATION, INSCRIPTION, ATELIER, SEMINAIRE, SONABHY",(FICHE),"MAI-JUILLET, 2008",,,NON,,
03814,0214/SP,"RETENUE SALARIALE :JUIN-DECEMBRE, 2004-2007","IUTS, CNSS, PART PATRONALE, SND, FIB, MUTRA, TPA",(ETAT),"JUIN-DECEMBRE, 2004-2007",,,NON,,
03815,0215/SP,VIREMENT : JANVIER-DECEMBRE 2004-2007,"VIREMENT BANCAIRE, AIDE, EQUIPEMENT, BANQUE, SONABHY",(CORRESPONDANCE),"JANVIER-DECEMBRE, 2004-2007",,,,,
03816,0216/SP,ETATS DES ORDRES DE PAIEMENTS,"ETAT, ORDRE DE PAIEMENT, SALAIRE, VIREMENT, INDEMENITE, DEMISSION, LICENCIEMENT, DROIT, RAPPEL",(ETAT),"JANVIER-DECEMBRE, 2006",,,NON,,
03817,0217/SP,VIREMENT DE SALAIRE : JANVIER-DECEMBRE 2007-2008,"VIREMENT, SALAIRE, ETAT DE PAIEMENT, INDEMENITE, SONABHY",(ETAT),"JANVIER-DECEMBRE, 2007-2008",,,NON,,
03818,0218/SP,RETENUE SALARIALE : JANVIER-DECEMBRE 2005-2009,"ETAT, REVERSEMENT, FONCIAS, FIB, CNE, SND, UAB, SOBCA",(ETAT),"JANVIER-DECEMBRE, 2005-2009",,,NON,,
03819,0219/SP,"RETENUES SALARIALES :CARFO 1991-1997,1999,2001-2004","CARFO, RETENUE SALARIALE, RESSOURCE HUMAINE, SONABHY","(ETAT, BORDEREAU D'ENVOI, PIECE COMPTABLE)",1991-199719992001-2004,,,OUI,DOCUPERS,
03820,0509/SM,APPEL D'OFFRE POUR EXTENSION DES BUREAUX DU SIEGE 2003.,"EXTENSION, BUREAU, SIEGE, SONABHY, VMAP, SOL CONFORT ET DECOR","(PROCES VERBAL, DELIBERATION, CORRESPONDANCE)",2003,,,NON,,
03821,220/SP,BULLETIN DE PAIE DU PERSONNEL DE LA SONABHY : JANVIER 2009,"PAIE, RESSOURCE HUMAINE, SONABHY",(BULLETIN DE PAIE),"JANVIER, 2009",,,OUI,,
03822,307/SF,"SITUATION DE TRESORERIE : FEVRIER-JUILLET, OCTOBRE 2009","TRESORERIE, FINANCES, SONABHY",(ETAT JOURNALIER),"JANVIER-JUILLET, OCTOBRE, 2009",,,NON,,
03823,0510/SM,LETTRE DE COMMANDE N° 01/2008:FORMATION ET PERFECTIONNEMENT A LA BUREATIQUE PAR NOUVEL ESPACE TECHNOLOGIE.,"COMMANDE, BUREAUTIQUE, NOUVEL ESPACE TECHNOLOGIE , FORMATION","(DDE D'ACHAT, CORRESPONDANCE, ODRE DE SERVICE, LETTRE DE COMMANDE )","AOUT, 2008",,,OUI,,
03824,0511/SM,LETTRE DE COMMANDE N° 02/2008:ENCRES/INFORMATIQUE PAR DIM,"COMMANDE, INFORMATIQUE, DIM, SONABHY","(DDE D'ACHAT, CORRESPONDANCE, ODRE DE SERVICE, LETTRE DE COMMANDE )","AOUT, 2008",,,OUI,,
03825,0512/SM,LETTRE DE COMMANDE N° 03/2008:LISTING INFORMAIQUE PAR IMPRIMERIE AVENIR,"COMMANDE, LISTING INFORMATIQUE, IMPRIMERIE AVENIR, SONABHY","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE )","AOUT, 2008",,,OUI,,
03826,0513/SM,LETTRE DE COMMANDE N° 04/2008:GANT- CASQUE- FILTRE- DEMI-MASQUE- IMPERMEABLES PAR ADAM'S,"COMMANDE, IMPERMEABLE, GANT, CASQUE, FILTRE, MASQUE, ADAM'S","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE )","AOUT, 2008",,,OUI,,
03827,0514/SM,LETTRE DE COMMANDE N° 05/2008:CHAUSSURE SECURITE PAR STEA,"COMMANDE, CHAUSSURE, SECURITE","(DDE D'ACHAT, STEA, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE )","AOUT, 2008",,,OUI,,
03828,0515/SM,LETTRE DE COMMANDE N° 06/2008:EXTENSION SABLE MACHINES PAR SERT,"COMMANDE, SABLE, MACHINE, SERT","(ETAT, CONTRAT, CORRESPONDANCE, FACTURE, PV, BORDEREAU, PV DE RECEPTION  )","AOUT, 2008",,,OUI,,
03829,0516/SM,LETTRE DE COMMANDE N° 07/2008:CONTROLEUR DE TERRE ET DE RESISTIVITE,"COMMANDE, CONTROLEUR DE TERRE, CONTROLEUR RESISTIVITE, ECOMI","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03830,0517/SM,LETTRE DE COMMANDE N° 08/2008:PRODUIT D'ENTRETIEN PAR SM TEEGA WENDE,"COMMANDE, PRODUIT D'ENTRETIEN, SM TEEGA WENDE","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03831,0518/SM,LETTRE DE COMMANDE N° 09/2008:FOURNITURE DE BUREAU PAR LIBRAIRIE SHALOM,"COMMANDE, FOURNITURE DE BUREAU, LIBRAIRIE SHALOM","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03832,0519/SM,LETTRE DE COMMANDE N° 010/2008:PHOTOCOPIEUR PAR DIACFA,"COMMANDE, PHOTOCOPIEUR, DIACFA","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03833,0520/SM,LETTRE DE COMMANDE N° 011/2008:POSTE TELEPHONIQUE PAR ONATEL,"COMMANDE, POSTE TELEPHONIQUE, ONATEL","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03834,0521/SM,LETTRE DE COMMANDE N° 012/2008:REVISION GENERALE PAR CFAO MOTORS,"COMMANDE, CFAO MOTORS, SONABHY","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03835,0522/SM,LETTRE DE COMMANDE N° 013/2008:CONSOMABLES GAZ PAR EERI-BF,"COMMANDE, COSOMABLE GAZ, EERI-BF, SONABHY","(DDE D'ACHAT, CORRESPONDANCE, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03836,0523/SM,LETTRE DE COMMANDE N° 014/2008:FONTAINE D'EAU MECANIQUE PAR MERVEILLE,"COMMANDE, FONTAINE D'EAU, MERVEILLES","(DDE D'ACHAT, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03837,0524/SM,LETTRE DE COMMANDE N° 015/2008:REPARATION MAXIMA PAR SEA-B,"COMMANDE, MAXIMA, SEA-B","(DDE D'ACHAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03838,0525/SM,LETTRE DE COMMANDE N° 016/2008:REPARATION AVENSIS PAR CFAO MOTORS,"COMMANDE, AVENSIS, CFAO MOTORS","(DDE D'ACHAT, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03839,0526/SM,LETTRE DE COMMANDE N° 017/2008:FAUTEILS BUREAU PAR MAJORELLE,"COMMANDE, FAUTEILS DE BUREAU, MAJORELLE","(DDE D'ACHAT, FACTURE, CONTRAT, ODRE DE SERVICE)","AOUT, 2008",,,OUI,,
03840,0527/SM,LETTRE DE COMMANDE N° 018/2008:INDICATEUR DE POIDS PAR DORIS,"COMMANDE, INDICATEUR DE POIDS, DORIS","(DDE D'ACHAT, CONTRAT)","AOUT, 2008",,,OUI,,
03841,0528/SM,LETTRE DE COMMANDE N° 019/2008:EQUIPEMENT DE PROTECTION PAR ADAM'S,"COMMANDE, EQUIPEMENT , PROTECTION, ADAM'S","(DDE D'ACHAT, CONTRAT, FACTURE, ORDRE DE SERVICE )","AOUT, 2008",,,OUI,,
03842,0529/SM,"LETTRE DE COMMANDE N°020/2008:MATERIEL,APPAREILLAGE,ELECTRIQUE ET OUTILLAGE PAR DIACFA","COMMANDE, MATERIEL, ELECTRIQUE, DIACFA","(DDE D'ACHAT, CORRESPONDANCE , CONTRAT, FACTURE, ORDRE DE SERVICE )","AOUT, 2008",,,OUI,,
