ref,titre,contenu,analyse_diplomatique,date
0421/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/042 DE SOCAT INTERNATIONAL,"TRANSPORT, PRODUIT PETROLIER , SOCAT INTERNATIONAL, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, ATTESTATION, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0422/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/043 DE OGST,"TRANSPORT, PRODUIT PETROLIER , OGST, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, ATTESTATION, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0423/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/045 DE OUEDRAOGO SALIF DERE,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO Salif Déré, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, ATTESTATION, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0424/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/046 DE SOTER,"TRANSPORT, PRODUIT PETROLIER , SOTER, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, ATTESTATION, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0425/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/048 DE KABORE LASSANE,"TRANSPORT, PRODUIT PETROLIER , KABORE LASSANE, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0426/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/052 DE SOTRANS,"TRANSPORT, PRODUIT PETROLIER , SOTRANS, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, ATTESTATION, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0427/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/004 DE SOTRADYF,"TRANSPORT, PRODUIT PETROLIER , SOTRADYF, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0428/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/054 DE OUEDRAOGO YACOUBA,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO Yacouba , CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0429/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/055 DE STMB,"TRANSPORT, PRODUIT PETROLIER , STMB, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0430/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/056 DE WEP (GROUP WEND POUIR ),"TRANSPORT, PRODUIT PETROLIER , WEP, CONTRACTUALISATION","(CERTIFICAT DE JAUGEAGE, CONTRAT, CARTE GRISE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0430/ST (bis),ETATS DES EMISSIONS DES ENLEVEMENTS,"ENLEVEMENT, PRODUIT PETROLIER, DEPOT DE BINGO",(ETAT),2000-2005 236 DOCUMENTS PASSAGE GED : OUI BASE GED : DOCUCOM
0431/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/057 DE PLUSA SERVICES,"TRANSPORT, PRODUIT PETROLIER , PLUSA SERVICES, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0432/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/058 DE SANOGO SEYDOU,"TRANSPORT, PRODUIT PETROLIER , SANOGO SEYDOU, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0433/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/059 DE COSIMAF,"TRANSPORT, PRODUIT PETROLIER , COSIMAF, CONTRACTUALISATION","(CONTRAT, CERTIFICAT DE JAUGEAGE, CARTE GRISE, ATTESTATION)",2002 PASSAGE GED : NON
0434/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/060 DE SCT,"TRANSPORT, PRODUIT PETROLIER , SCT, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0435/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/061 DE SAWADOGO N.PIERRE,"TRANSPORT, PRODUIT PETROLIER , SAWADOGO N.Pierre, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0436/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/062 DE ETF,"TRANSPORT, PRODUIT PETROLIER , ETF, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0437/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/063 DE LES RAPIDES,"TRANSPORT, PRODUIT PETROLIER , LES RAPIDES, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0438/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/064 DE /CS,"TRANSPORT, PRODUIT PETROLIER , /CS, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0439/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/065 DE TOMBOURA HAMIDOU,"TRANSPORT, PRODUIT PETROLIER , TOMBOURA Hamidou, CONTRACTUALISATION",(CONTRAT),2005 PASSAGE GED : NON
0440/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/066 DE TOMBOURA NOUH,"TRANSPORT, PRODUIT PETROLIER , TOMBOURA Nouh, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0441/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/067 DE TIENDREBEOGO ARTHUR A.W,"TRANSPORT, PRODUIT PETROLIER , TIENDREBEOGO Arthur A.W, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0442/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/068 DE ZANGRE P.OUSMANE,"TRANSPORT, PRODUIT PETROLIER, ZANGRE P. Ousmane, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0443/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/069 DE CIR,"TRANSPORT, PRODUIT PETROLIER, CIR, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0444/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/070 DE ZONGO THERESE,"TRANSPORT, PRODUIT PETROLIER , ZONGO Thérèse, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0445/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/072 DE COULIADIATI M.IDRISSA,"TRANSPORT, PRODUIT PETROLIER , COULIDIATI M.Idrissa, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0446/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/073 DE COMPAORE PHILLIPE,"TRANSPORT, PRODUIT PETROLIER , COMPAORE Phillipe, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0447/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/074 DE ECOMER,"TRANSPORT, PRODUIT PETROLIER , ECOMER, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0448/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/075 DE SODIFA,"TRANSPORT, PRODUIT PETROLIER , SODIFA, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0449/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/077 DE BARRO DIAKOURI,"TRANSPORT, PRODUIT PETROLIER , BARRO Diakouri, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0450/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/078 DE GANAME AMADE,"TRANSPORT, PRODUIT PETROLIER , GANAME Amadé, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0451/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/079 DE SAFICOM,"TRANSPORT, PRODUIT PETROLIER , SAFICOM, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0451/ST(bis),ETATS DES EMISSIONS DES ENLEVEMENTS 2006,"ENLEVEMENT, PRODUIT PETROLIER, DEPOT DE BINGO",(ETAT),2006 101 DOCUMENTS PASSAGE GED : OUI BASE GED : DOCUCOM
0452/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/080 DE CIRTECH-BURKINA,"TRANSPORT, PRODUIT PETROLIER , CIRTECH-BURKINA, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0453/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/081 DE KAFANDO MAHAMADI,"TRANSPORT, PRODUIT PETROLIER , KAFANDO Mahamadi, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0454/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/083 DE SOCOBIE,"TRANSPORT, PRODUIT PETROLIER, SOCOBIE, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0455/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/084 DE STK,"TRANSPORT, PRODUIT PETROLIER, STK, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0456/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/085 DE SOGETRA,"TRANSPORT, PRODUIT PETROLIER , SOGETRA, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0457/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/086 DE NACRO M ABOUBACAR,"TRANSPORT, PRODUIT PETROLIER, NACRO M.Aboubacar, CONTRACTUALISATION","(CONTRAT, ATTESTATION, CORRESPONDANCE, CERTIFICAT DE JAUGEAGE, CARTE GRSE)",2005 PASSAGE GED : NON
0458/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/087 DE SKF,"TRANSPORT, PRODUIT PETROLIER , SKF, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0459/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/088 DE OUATTARA ALY MARCEL O.,"TRANSPORT, PRODUIT PETROLIER, OUATTARA Aly Marcel O., CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0460/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/089 DE OUBDA ISSA,"TRANSPORT, PRODUIT PETROLIER, OUBDA Issa, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0461/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/090 DE OUEDRAOGO DRAMANE,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Dramane, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0462/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/091 DE NIKIEMA N.SALIF,"TRANSPORT, PRODUIT PETROLIER, NIKIEMA N.Salif, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0463/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/093 DE OUEDRAOGO MAHAMADI,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO Mahamadi, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0464/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/094 DE OUEDRAOGO MAHAMADI,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO Mahamadi, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0465/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/095 DE OUEDRAOGO BOUKARE,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Boukaré, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0466/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/096 DE OUEDRAOGO ABDOUL.KARIM,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Aboul Karim, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0467/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/097 DE OUEDRAOGO OUSSENI,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO Ousséni, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0468/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/098 DE STOS,"TRANSPORT, PRODUIT PETROLIER , STOS, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0469/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/099 DE OUEDRAOGO SALAM,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Salam, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0470/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/100 DE OUEDRAOGO T.HAROUNA,"TRANSPORT, PRODUIT PETROLIER , OUEDRAOGO T.Harouna, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0471/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/101 DE SANGA MOUSSA,"TRANSPORT, PRODUIT PETROLIER , SANGA Moussa, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0472/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/102 DE SOCIETE BANG PIINDA,"TRANSPORT, PRODUIT PETROLIER, SOCIETE BANG PIINDA, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0473/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/103 DE ETYF,"TRANSPORT, PRODUIT PETROLIER, ETYF, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0474/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/104 DE OUEDRAOGO HAMADO (STCGT),"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Hamado, STCGT, CONTRACTUALISATION","(CONTRAT, CERTIFICAT DE JAUGEAGE, CARTE GRISE, ATTESTATION, CORRESPONDANCE)",2005 PASSAGE GED : NON
0475/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/105 DE STMAD,"TRANSPORT, PRODUIT PETROLIER, STMAD, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0476/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/106 DE SAWADOGO DAOUDA,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO Daouda, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0477/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/107 DE OUEDRAOGO MOUSSA,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Moussa , CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0478/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/108 DE SAWADOGO TINOGOMA,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO Tinogoma, CONTRACTUALISATION",(CONTRAT),2002 PASSAGE GED : NON
0479/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/109 DE THIOMBIANO/SOGLI TOUPIALIHARMA,"TRANSPORT, PRODUIT PETROLIER, THIIOMBIANO/S.T., CONTRACTUALISATION","(CONTRAT, CERTIFICAT DE JAUGEAGE, CARTE GRISE, CORRESPONDANCE)",2006 PASSAGE GED : NON
0480/ST,DOCUMENT D'ELABORATION DU CONTRAT 2006/112 DE COTTRAS,"TRANSPORT, PRODUIT PETROLIER, COTTRAS, CONTRACTUALISATION","(CONTRAT, CERTIFICAT DE JAUGEAGE, CARTE GRISE, CORRESPONDANCE)","2002,2008 PASSAGE GED : NON"
0481/ST,DOCUMENT D'ELABORATION DE CONTRAT DE TRANSPORT OUEDRAOGO HAMED FATIMATA,"TRANSPORT, PRODUIT PETROLIER, CONTRATUALISATION, OUEDRAOGO HAMED FATIMATA","(CORRESPONDANCE, CERTIFICAT DE JAUGEAGE, CARTE GRISE, ATTESTATION)",2005 PASSAGE GED : NON
0482,DOCUMENT D'ELABORATION DE CONTRAT DE TRANSPORT DE BARRO FAMA,"TRANSPORT, PRODUIT PETROLIER, CONTRACTUALISATION, BARRO FAMA","(ATTESTAION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0483/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE SAWADOGO MAHAMOUDOU,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO Mahamoudou, CONTRACTUALISATION","(CORRESPONDANCE, ATTESTATION, CARTE GRISE)",2005 PASSAGE GED : NON
0484/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DEME ABLASSE,"TRANSPORT, PRODUIT PETROLIER, DEME Ablassé","(CERTIFICAT DE JAUGAGE , CARTE GRISE, ATTESTATION)",2005 PASSAGE GED : NON
0485/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE YAMEOGO Z.MARC,"TRANSPORT, PRODUIT PETROLIER, YAMEOGO Z.Marc","(ATTESTATION, CARTE GRISE, CORRESPONDANCE )",2005 PASSAGE GED : NON
0486/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE SAWADOGO HAMADOU,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO Hamadou","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0487/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE PARE EMILE,"TRANSPORT, PRODUIT PETROLIER, PARE Emile","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0488/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE ETS WEND-WAOGA,"TRANSPORT, PRODUIT PETROLIER, ETS WEND- WAOGO","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0489/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE STCBF,"TRANSPORT, PRODUIT PETROLIER , STCBF","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0490/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE SOGEL -B,"TRANSPORT, PRODUIT PETROLIER , SOGEL-B","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0491/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE ZIDA MAHAMADI,"TRANSPORT, PRODUIT PETROLIER , ZIDA Mahamadi","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0492/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE IDANI OUMAROU,"TRANSPORT, PRODUIT PETROLIER, IDANI Oumarou","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0493/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE OUEDRAOGO MOUSSA,"TRANSPORT, PRODUIT PETROLIER, OUEDRAOGO Moussa","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0494/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE SAWADOGO SOUMAILA,"TRANSPORT, PRODUIT PETROLIER, SAWADOGO Soumaïla","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0495/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE ZONGO T.MICHEL,"TRANSPORT, PRODUIT PETROLIER, ZONGO T.Michel","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE, CORRESPONDANCE)",2005 PASSAGE GED : NON
0496/ST,DOCUMENT D'ELABORATION DU CONTRAT DE TRANSPORT DE KANAZOE SALIFOU,"TRANSPORT, PRODUIT PETROLIER, KANAZOE Salifou","(ATTESTATION, CARTE GRISE, CERTIFICAT DE JAUGEAGE)",2005 PASSAGE GED : NON
0497/ST,ETATS DES TRANSACTIONS STSL PAR MARKETER: JANVIER,,,
,,"TRANSPORT, PRODUIT PETROLIER, TRANSACTION, STSL, SONABHY",(ETAT),JANVIER - DECEMBRE 2001-2004 PASSAGE GED : NON
0498/ST,SYNTHESE PERIODIQUE DES ENLEVEMENTS CLIENTS.2003-2008,"TRANSPORT, PRODUIT PETROLIER, CLIENT, SONABHY, ENLEVEMENT",(SYNTHESE),2003 - 2008 PASSAGE GED : NON
0499/ST,FAX DEPART 2005-2008,"TRANSPORT, LETTRE DEPART, COURRIER, SONABHY",(FAX DEPART),2005 - 2008 PASSAGE GED : NON
0500/ST,ETATS DES DROITURES SONABEL 2006,"TRANSPORT, DROITURE, SONABEL, SONABHY",(ETAT),2006 PASSAGE GED : NON
0501/ST,ETATS DES DROITURES SONABEL 2007,"TRANSPORT, DROITURE, SONABEL, SONABHY",(ETAT),2007 PASSAGE GED : NON
0502/ST,ETATS DES DROITURES SONABEL 2008,"TRANSPORT, DROITURE, SONABEL, SONABHY",(ETAT),2008 PASSAGE GED : NON
0503/ST,BULLETIN D'ENLEVEMENT DES PRODUITS.GAZ BUTANE 2007,"TRANSPORT, ENLEVEMENT , GAZ BUTANE , SONABHY",(BULLETIN D'ENLEVEMENT),2007 PASSAGE GED : NON
0504/ST,BULLETIN D'ENLEVEMENT DES PRODUITS : JET-A1 2007,"TRANSPORT, JET-A1, SONABHY",(BULLETIN D'ENLEVEMENT),2007 PASSAGE GED : NON
0505/ST,BULLETIN D'ENLEVEMENT  DES PRODUITS.GAZ BUTANE 2008,"TRANSPORT, ENLEVEMENT, GAZ BUTANE, SONABHY",(BULLETIN D'ENLEVEMENT),2008 PASSAGE GED : NON
0506/ST,BULLETIN D'ENLEVEMENT DES PRODUITS.JET -A1 2008,"TRANSPORT, ENLEVEMENT, JET -A1, SONABHY",(BULLETIN D'ENLEVEMENT),2008 PASSAGE GED : NON
0507/ST,BULLETIN D'ENLEVEMENT DES PRODUITS.GAZ BUTANE 2009,"TRANSPORT, ENLEVEMENT, GAZ BUTANE, SONABHY",(BULLETIN D'ENLEVEMENT),2009 PASSAGE GED : NON
0508/ST,ETATS DES ENLEVEMENTS ORYX ET TRIGON,"TRANSPORT, ENLEVEMENT, TRIGON, ORYX, SONABHY",(ETAT),2003 -2008 PASSAGE GED : NON
0385/SV,"CONTRATS CLIENTS : PLUF, OTAM, TAMOIL, BURKINA ET SHELL, ORYX BURKINA, TOTAL 2004","CLIENT, PLUF, OTAM, TAMOIL, BURKINA ET SHELL, ORYX BURKINA, TOTAL, SONABEL",(CONTRAT),JANVIER-DECEMBRE 2004 PASSAGE GED : NON
0386/SV,"CONTRATS CLIENTS : PLUF, BURKINA ET SHELL, TOTAL BURKINA, TAMOIL, OTAM, SKI, ORYX BURKINA, SOGEL-B, SONABEL 2005","CLIENT, PLUF, BURKINA ET SHELL, TOTAL BURKINA, TAMOIL, OTAM, SKI, ORYX BURKINA, SOGEL-B, SONABEL",(CONTRAT),JANVIER-DECEMBRE 2005 PASSAGE GED : NON
0387/SV,"ETATS DE REGLEMENT CLIENTS : PETRO-GAZ SERVICE, EMGA, PETRO-GULMU, OUMAROU KANAZOE 2005","REGLEMENT, CLIENT, PETRO-GAZ SERVICE, EMGA, PETRO-GULMU, OUMAROU KANAZOE",(ETAT),2005 PASSAGE GED : NON
0388/SV,FACTURES DE VENTE 2005,"PRODUIT PETROLIER, VENTE, ORYX BENIN, STSL, SONABEL",(FACTURE),2005 PASSAGE GED : NON
0389/SV,"FACTURATION DES DROITURES : STSL, TRIGON, 2005","DROITURE, SONABEL, STSL, TRIGON",(FACTURATION),2005 PASSAGE GED : NON
0390/SV,FACTURATION DES DROITURES : ORYX BENIN 2005,"DROITURE, ORYX BENIN, SONABEL",(FACTURE),2005 PASSAGE GED : NON
0391/SV,"FACTURATION DES DROITURES : STSL, TRIGON 2006","DROITURE, TRIGON",(FACTURE),JANVIER-DECELMBRE 2006 PASSAGE GED : NON
0392/SV,FACTURATION DES DROITURES : ORYX BENIN 2006,"DROITURE, ORYX BENIN, SONABEL",(FACTURE),JANVIER-FEVRIER 2006 PASSAGE GED : NON
0393/SV,"FACTURATION DES DROITURES : ORYX BENIN, 2006","DROITURES, ORYX BENIN, SONABEL",(FACTURE),MARS-AVRIL 2006 PASSAGE GED : NON
0394/SV,FACTURATION DES DROITURES : ORYX BENIN 2006,"DROITURES, ORYX BENIN, SONABEL",(FACTURE),"JUIN, DECEMBRE 2006 PASSAGE GED : NON"
0395/SV,ETATS DE REGLEMENT CLIENTS : PETRO-GAZ SERVICE 2006,"REGLEMENT, CLIENT, PETRO-GAZ SERVICE, SONABEL",(ETAT),2006 PASSAGE GED : NON
0396/SV,ETATS DE REGLEMENT CLIENTS : PETROLUB 2006,"REGLEMENT, CLIENT, PETROLUB",(ETAT),2006 PASSAGE GED : NON
0397/SV,ETATS DE REGLEMENT CLIENTS : TOTAL BURKINA 2006,"REGLEMENT, CLIENT, TOTAL BURKINA",(ETAT),2006 PASSAGE GED : NON
0398/SV,ETATS DE REGLEMENT CLIENTS : PETROFA 2006,"REGLEMENT, CLIENT, PETROFA",(ETAT),2006 PASSAGE GED : NON
0399/SV,ETATS DE REGLEMENT CLIENT : SODIGAZ 2006,"REGLEMENT, CLIENT, SODIGAZ",(ETAT),2006 PASSAGE GED : NON
0400/SV,ETATS DE REGLEMENT CLIENTS : OTAM 2006,"REGLEMENT, CLIENT, OTAM",(ETAT),2006 PASSAGE GED : NON
0401/SV,ETATS DE REGLEMENT CLIENTS : SOGEL B 2006,"REGLEMENT, CLIENT, SOGEL B, SONABEL",(ETAT),2006 PASSAGE GED : NON
0402/SV,ETATS DE REGLEMENT CLIENT : ECODIS 2006,"REGLEMENT, CLIENT, ECODIS, SONABEL",(ETAT),2006 PASSAGE GED : NON
0403/SV,ETATS DE REGLEMENT CLIENTS : EMGA 2006,"REGLEMENT, CLIENT, EMGA, SONABEL",(ETAT),2006 PASSAGE GED : NON
0404/SV,ETATS DE REGLEMENT CLIENTS : ORYX 2006,"REGLEMENT, CLIENT, ORYX",(ETAT),2006 PASSAGE GED : NON
0405/SV,ETATS DE REGLEMENT CLIENTS : TAMOIL 2006,"REGLEMENT, CLIENT, TAMOIL, SONABEL",(ETAT),2006 PASSAGE GED : NON
0406/SV,ETATS DE REGLEMENT CLIENTS : BURKINA ET SHELL 2006,"REGLEMENT, CLIENT, BURKINA ET SHELL, SONABEL",(ETAT),2006 PASSAGE GED : NON
0407/SV,ETATS DE REGLEMENT CLIENTS : SOCODIP BURKINA 2006,"REGLEMENT, CLIENT, SOCODIP BURKINA, SONABEL",(ETAT),2006 PASSAGE GED : NON
0408/SV,ETATS DE REGLEMENT CLIENTS : PETRO-GULMU 2006,"REGLEMENT, CLIENT, PETRO-GULMU, SONABEL",(ETAT),2006 PASSAGE GED : NON
0409/SV,"CONTRATS CLIENTS : SODIGAZ, ORYX, SKI, ECODIS, PETROLUB, SHELL 2006","CLIENT, SODIGAZ, ORYX, SKI, ECODIS, PETROLUB, SHELL, SONABEL",(CONTRAT),2006 PASSAGE GED : NON
0410/SV,ETATS DE REGLEMENT CLIENTS : SGE 2006,"REGLEMENT, CLIENT, SGE, SONABEL",(ETAT),2006 PASSAGE GED : NON
0411/SV,ETATS DE REGLEMENT CLIENTS : PLUF 2006,"REGLEMENT, CLIENT, PLUF, SONABEL",(ETAT),2006 PASSAGE GED : NON
0412/SV,ETATS DE REGLEMENT CLIENTS : SKI 2006,"REGLEMENT, CLIENT, SKI, SONABEL",(ETAT),JANVIER-MARS 2006 PASSAGE GED : NON
0413/SV,ETATS DE REGLEMENT CLIENTS : SKI 2006,"REGLEMENT, CLIENT, SKI, SONABEL",(ETAT),AVRIL-AOUT 2006 PASSAGE GED : NON
